dataset,path,nodes,average_degree,global_E,global_00,global_01,global_11,global_p00,global_p01,global_p11,train_pos_shape,train_neg_shape,train_pos_neg_overlap,train_pos_E,train_pos_00,train_pos_01,train_pos_11,train_pos_p00,train_pos_p01,train_pos_p11,train_neg_E,train_neg_00,train_neg_01,train_neg_11,train_neg_p00,train_neg_p01,train_neg_p11,valid_pos_shape,valid_neg_shape,valid_pos_neg_overlap,valid_pos_E,valid_pos_00,valid_pos_01,valid_pos_11,valid_pos_p00,valid_pos_p01,valid_pos_p11,valid_neg_E,valid_neg_00,valid_neg_01,valid_neg_11,valid_neg_p00,valid_neg_p01,valid_neg_p11,test_pos_shape,test_neg_shape,test_pos_neg_overlap,test_pos_E,test_pos_00,test_pos_01,test_pos_11,test_pos_p00,test_pos_p01,test_pos_p11,test_neg_E,test_neg_00,test_neg_01,test_neg_11,test_neg_p00,test_neg_p01,test_neg_p11
dpah_fm0.05_hMM0.00_hmm0.00_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.00_0.pt,1000,11.606,5803,0,5803,0,0.0,1.0,0.0,"(4062, 2)","(4062, 2)",0,4062,0,4062,0,0.0,1.0,0.0,4062,0,4062,0,0.0,1.0,0.0,"(580, 2)","(580, 2)",0,580,0,580,0,0.0,1.0,0.0,580,0,580,0,0.0,1.0,0.0,"(1161, 2)","(1161, 2)",0,1161,0,1161,0,0.0,1.0,0.0,1161,0,1161,0,0.0,1.0,0.0
dpah_fm0.05_hMM0.00_hmm0.00_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.00_1.pt,1000,11.606,5803,0,5803,0,0.0,1.0,0.0,"(4062, 2)","(4062, 2)",0,4062,0,4062,0,0.0,1.0,0.0,4062,0,4062,0,0.0,1.0,0.0,"(580, 2)","(580, 2)",0,580,0,580,0,0.0,1.0,0.0,580,0,580,0,0.0,1.0,0.0,"(1161, 2)","(1161, 2)",0,1161,0,1161,0,0.0,1.0,0.0,1161,0,1161,0,0.0,1.0,0.0
dpah_fm0.05_hMM0.00_hmm0.00_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.00_2.pt,1000,11.606,5803,0,5803,0,0.0,1.0,0.0,"(4062, 2)","(4062, 2)",0,4062,0,4062,0,0.0,1.0,0.0,4062,0,4062,0,0.0,1.0,0.0,"(580, 2)","(580, 2)",0,580,0,580,0,0.0,1.0,0.0,580,0,580,0,0.0,1.0,0.0,"(1161, 2)","(1161, 2)",0,1161,0,1161,0,0.0,1.0,0.0,1161,0,1161,0,0.0,1.0,0.0
dpah_fm0.05_hMM0.00_hmm0.10_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.10_0.pt,1000,11.61,5805,0,5710,95,0.0,0.983634797588286,0.01636520241171404,"(4062, 2)","(4062, 2)",0,4062,0,3996,66,0.0,0.983751846381093,0.01624815361890694,4062,0,3983,79,0.0,0.9805514524864599,0.019448547513540127,"(580, 2)","(580, 2)",0,580,0,571,9,0.0,0.9844827586206897,0.015517241379310345,580,0,574,6,0.0,0.9896551724137931,0.010344827586206896,"(1163, 2)","(1163, 2)",0,1163,0,1143,20,0.0,0.9828030954428203,0.017196904557179708,1163,0,1142,21,0.0,0.9819432502149613,0.018056749785038694
dpah_fm0.05_hMM0.00_hmm0.10_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.10_1.pt,1000,11.61,5805,0,5710,95,0.0,0.983634797588286,0.01636520241171404,"(4062, 2)","(4062, 2)",0,4062,0,3996,66,0.0,0.983751846381093,0.01624815361890694,4062,0,3993,69,0.0,0.98301329394387,0.016986706056129987,"(580, 2)","(580, 2)",0,580,0,571,9,0.0,0.9844827586206897,0.015517241379310345,580,0,569,11,0.0,0.9810344827586207,0.01896551724137931,"(1163, 2)","(1163, 2)",0,1163,0,1143,20,0.0,0.9828030954428203,0.017196904557179708,1163,0,1138,25,0.0,0.9785038693035254,0.021496130696474634
dpah_fm0.05_hMM0.00_hmm0.10_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.10_2.pt,1000,11.61,5805,0,5710,95,0.0,0.983634797588286,0.01636520241171404,"(4062, 2)","(4062, 2)",0,4062,0,3996,66,0.0,0.983751846381093,0.01624815361890694,4062,0,3996,66,0.0,0.983751846381093,0.01624815361890694,"(580, 2)","(580, 2)",0,580,0,571,9,0.0,0.9844827586206897,0.015517241379310345,580,0,573,7,0.0,0.9879310344827587,0.01206896551724138,"(1163, 2)","(1163, 2)",0,1163,0,1143,20,0.0,0.9828030954428203,0.017196904557179708,1163,0,1139,24,0.0,0.9793637145313844,0.02063628546861565
dpah_fm0.05_hMM0.00_hmm0.20_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.20_0.pt,1000,11.698,5849,0,5682,167,0.0,0.971448110788169,0.02855188921183108,"(4093, 2)","(4093, 2)",0,4093,0,3977,116,0.0,0.9716589298802835,0.02834107011971659,4093,0,3962,131,0.0,0.96799413633032,0.03200586366967994,"(584, 2)","(584, 2)",0,584,0,568,16,0.0,0.9726027397260274,0.0273972602739726,584,0,572,12,0.0,0.9794520547945206,0.02054794520547945,"(1172, 2)","(1172, 2)",0,1172,0,1137,35,0.0,0.9701365187713311,0.029863481228668942,1172,0,1139,33,0.0,0.9718430034129693,0.028156996587030716
dpah_fm0.05_hMM0.00_hmm0.20_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.20_1.pt,1000,11.698,5849,0,5682,167,0.0,0.971448110788169,0.02855188921183108,"(4093, 2)","(4093, 2)",0,4093,0,3977,116,0.0,0.9716589298802835,0.02834107011971659,4093,0,3962,131,0.0,0.96799413633032,0.03200586366967994,"(584, 2)","(584, 2)",0,584,0,568,16,0.0,0.9726027397260274,0.0273972602739726,584,0,565,19,0.0,0.9674657534246576,0.032534246575342464,"(1172, 2)","(1172, 2)",0,1172,0,1137,35,0.0,0.9701365187713311,0.029863481228668942,1172,0,1131,41,0.0,0.9650170648464164,0.03498293515358362
dpah_fm0.05_hMM0.00_hmm0.20_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.20_2.pt,1000,11.698,5849,0,5682,167,0.0,0.971448110788169,0.02855188921183108,"(4093, 2)","(4093, 2)",0,4093,0,3977,116,0.0,0.9716589298802835,0.02834107011971659,4093,0,3981,112,0.0,0.9726362081602736,0.027363791839726363,"(584, 2)","(584, 2)",0,584,0,568,16,0.0,0.9726027397260274,0.0273972602739726,584,0,571,13,0.0,0.9777397260273972,0.02226027397260274,"(1172, 2)","(1172, 2)",0,1172,0,1137,35,0.0,0.9701365187713311,0.029863481228668942,1172,0,1126,46,0.0,0.9607508532423208,0.03924914675767918
dpah_fm0.05_hMM0.00_hmm0.30_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.30_0.pt,1000,11.732,5866,0,5679,187,0.0,0.9681213774292533,0.031878622570746674,"(4105, 2)","(4105, 2)",0,4105,0,3975,130,0.0,0.9683313032886723,0.031668696711327646,4105,0,3955,150,0.0,0.9634591961023142,0.03654080389768575,"(585, 2)","(585, 2)",0,585,0,567,18,0.0,0.9692307692307692,0.03076923076923077,585,0,571,14,0.0,0.976068376068376,0.023931623931623933,"(1176, 2)","(1176, 2)",0,1176,0,1137,39,0.0,0.9668367346938775,0.03316326530612245,1176,0,1144,32,0.0,0.9727891156462585,0.027210884353741496
dpah_fm0.05_hMM0.00_hmm0.30_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.30_1.pt,1000,11.732,5866,0,5679,187,0.0,0.9681213774292533,0.031878622570746674,"(4105, 2)","(4105, 2)",0,4105,0,3975,130,0.0,0.9683313032886723,0.031668696711327646,4105,0,3956,149,0.0,0.9637028014616321,0.036297198538367846,"(585, 2)","(585, 2)",0,585,0,567,18,0.0,0.9692307692307692,0.03076923076923077,585,0,561,24,0.0,0.958974358974359,0.041025641025641026,"(1176, 2)","(1176, 2)",0,1176,0,1137,39,0.0,0.9668367346938775,0.03316326530612245,1176,0,1129,47,0.0,0.9600340136054422,0.039965986394557826
dpah_fm0.05_hMM0.00_hmm0.30_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.30_2.pt,1000,11.732,5866,0,5679,187,0.0,0.9681213774292533,0.031878622570746674,"(4105, 2)","(4105, 2)",0,4105,0,3975,130,0.0,0.9683313032886723,0.031668696711327646,4105,0,3978,127,0.0,0.9690621193666261,0.030937880633373934,"(585, 2)","(585, 2)",0,585,0,567,18,0.0,0.9692307692307692,0.03076923076923077,585,0,570,15,0.0,0.9743589743589743,0.02564102564102564,"(1176, 2)","(1176, 2)",0,1176,0,1137,39,0.0,0.9668367346938775,0.03316326530612245,1176,0,1128,48,0.0,0.9591836734693877,0.04081632653061224
dpah_fm0.05_hMM0.00_hmm0.40_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.40_0.pt,1000,11.746,5873,0,5665,208,0.0,0.9645836880640218,0.035416311935978204,"(4110, 2)","(4110, 2)",0,4110,0,3965,145,0.0,0.9647201946472019,0.03527980535279805,4110,0,3949,161,0.0,0.9608272506082725,0.03917274939172749,"(586, 2)","(586, 2)",0,586,0,566,20,0.0,0.9658703071672355,0.034129692832764506,586,0,572,14,0.0,0.9761092150170648,0.023890784982935155,"(1177, 2)","(1177, 2)",0,1177,0,1134,43,0.0,0.9634664401019541,0.03653355989804588,1177,0,1140,37,0.0,0.9685641461342396,0.03143585386576041
dpah_fm0.05_hMM0.00_hmm0.40_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.40_1.pt,1000,11.746,5873,0,5665,208,0.0,0.9645836880640218,0.035416311935978204,"(4110, 2)","(4110, 2)",0,4110,0,3965,145,0.0,0.9647201946472019,0.03527980535279805,4110,0,3944,166,0.0,0.9596107055961071,0.040389294403892946,"(586, 2)","(586, 2)",0,586,0,566,20,0.0,0.9658703071672355,0.034129692832764506,586,0,560,26,0.0,0.9556313993174061,0.04436860068259386,"(1177, 2)","(1177, 2)",0,1177,0,1134,43,0.0,0.9634664401019541,0.03653355989804588,1177,0,1128,49,0.0,0.9583687340696686,0.041631265930331354
dpah_fm0.05_hMM0.00_hmm0.40_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.40_2.pt,1000,11.746,5873,0,5665,208,0.0,0.9645836880640218,0.035416311935978204,"(4110, 2)","(4110, 2)",0,4110,0,3965,145,0.0,0.9647201946472019,0.03527980535279805,4110,0,3963,147,0.0,0.9642335766423358,0.03576642335766423,"(586, 2)","(586, 2)",0,586,0,566,20,0.0,0.9658703071672355,0.034129692832764506,586,0,569,17,0.0,0.9709897610921502,0.02901023890784983,"(1177, 2)","(1177, 2)",0,1177,0,1134,43,0.0,0.9634664401019541,0.03653355989804588,1177,0,1122,55,0.0,0.9532710280373832,0.04672897196261682
dpah_fm0.05_hMM0.00_hmm0.50_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.50_0.pt,1000,11.776,5888,0,5657,231,0.0,0.9607676630434783,0.039232336956521736,"(4120, 2)","(4120, 2)",0,4120,0,3959,161,0.0,0.9609223300970874,0.03907766990291262,4120,0,3951,169,0.0,0.9589805825242719,0.041019417475728154,"(588, 2)","(588, 2)",0,588,0,565,23,0.0,0.9608843537414966,0.0391156462585034,588,0,572,16,0.0,0.9727891156462585,0.027210884353741496,"(1180, 2)","(1180, 2)",0,1180,0,1133,47,0.0,0.9601694915254237,0.03983050847457627,1180,0,1139,41,0.0,0.9652542372881356,0.03474576271186441
dpah_fm0.05_hMM0.00_hmm0.50_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.50_1.pt,1000,11.776,5888,0,5657,231,0.0,0.9607676630434783,0.039232336956521736,"(4120, 2)","(4120, 2)",0,4120,0,3959,161,0.0,0.9609223300970874,0.03907766990291262,4120,0,3948,172,0.0,0.958252427184466,0.04174757281553398,"(588, 2)","(588, 2)",0,588,0,565,23,0.0,0.9608843537414966,0.0391156462585034,588,0,560,28,0.0,0.9523809523809523,0.047619047619047616,"(1180, 2)","(1180, 2)",0,1180,0,1133,47,0.0,0.9601694915254237,0.03983050847457627,1180,0,1128,52,0.0,0.9559322033898305,0.04406779661016949
dpah_fm0.05_hMM0.00_hmm0.50_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.50_2.pt,1000,11.776,5888,0,5657,231,0.0,0.9607676630434783,0.039232336956521736,"(4120, 2)","(4120, 2)",0,4120,0,3959,161,0.0,0.9609223300970874,0.03907766990291262,4120,0,3955,165,0.0,0.9599514563106796,0.04004854368932039,"(588, 2)","(588, 2)",0,588,0,565,23,0.0,0.9608843537414966,0.0391156462585034,588,0,564,24,0.0,0.9591836734693877,0.04081632653061224,"(1180, 2)","(1180, 2)",0,1180,0,1133,47,0.0,0.9601694915254237,0.03983050847457627,1180,0,1117,63,0.0,0.9466101694915254,0.053389830508474574
dpah_fm0.05_hMM0.00_hmm0.60_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.60_0.pt,1000,11.814,5907,0,5666,241,0.0,0.9592009480277637,0.04079905197223633,"(4134, 2)","(4134, 2)",0,4134,0,3966,168,0.0,0.9593613933236574,0.040638606676342524,4134,0,3953,181,0.0,0.9562167392356071,0.04378326076439284,"(590, 2)","(590, 2)",0,590,0,566,24,0.0,0.9593220338983051,0.04067796610169491,590,0,573,17,0.0,0.9711864406779661,0.0288135593220339,"(1183, 2)","(1183, 2)",0,1183,0,1134,49,0.0,0.9585798816568047,0.04142011834319527,1183,0,1137,46,0.0,0.9611158072696534,0.03888419273034658
dpah_fm0.05_hMM0.00_hmm0.60_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.60_1.pt,1000,11.814,5907,0,5666,241,0.0,0.9592009480277637,0.04079905197223633,"(4134, 2)","(4134, 2)",0,4134,0,3966,168,0.0,0.9593613933236574,0.040638606676342524,4134,0,3954,180,0.0,0.9564586357039188,0.04354136429608128,"(590, 2)","(590, 2)",0,590,0,566,24,0.0,0.9593220338983051,0.04067796610169491,590,0,561,29,0.0,0.9508474576271186,0.04915254237288136,"(1183, 2)","(1183, 2)",0,1183,0,1134,49,0.0,0.9585798816568047,0.04142011834319527,1183,0,1128,55,0.0,0.9535080304311073,0.04649196956889264
dpah_fm0.05_hMM0.00_hmm0.60_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.60_2.pt,1000,11.814,5907,0,5666,241,0.0,0.9592009480277637,0.04079905197223633,"(4134, 2)","(4134, 2)",0,4134,0,3966,168,0.0,0.9593613933236574,0.040638606676342524,4134,0,3966,168,0.0,0.9593613933236574,0.040638606676342524,"(590, 2)","(590, 2)",0,590,0,566,24,0.0,0.9593220338983051,0.04067796610169491,590,0,566,24,0.0,0.9593220338983051,0.04067796610169491,"(1183, 2)","(1183, 2)",0,1183,0,1134,49,0.0,0.9585798816568047,0.04142011834319527,1183,0,1115,68,0.0,0.9425190194420964,0.057480980557903634
dpah_fm0.05_hMM0.00_hmm0.70_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.70_0.pt,1000,11.828,5914,0,5659,255,0.0,0.9568819749746365,0.04311802502536354,"(4139, 2)","(4139, 2)",0,4139,0,3961,178,0.0,0.9569944431021986,0.0430055568978014,4139,0,3950,189,0.0,0.9543367963276154,0.045663203672384634,"(590, 2)","(590, 2)",0,590,0,565,25,0.0,0.9576271186440678,0.0423728813559322,590,0,573,17,0.0,0.9711864406779661,0.0288135593220339,"(1185, 2)","(1185, 2)",0,1185,0,1133,52,0.0,0.9561181434599156,0.04388185654008439,1185,0,1138,47,0.0,0.960337552742616,0.039662447257383965
dpah_fm0.05_hMM0.00_hmm0.70_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.70_1.pt,1000,11.828,5914,0,5659,255,0.0,0.9568819749746365,0.04311802502536354,"(4139, 2)","(4139, 2)",0,4139,0,3961,178,0.0,0.9569944431021986,0.0430055568978014,4139,0,3951,188,0.0,0.9545784005798502,0.0454215994201498,"(590, 2)","(590, 2)",0,590,0,565,25,0.0,0.9576271186440678,0.0423728813559322,590,0,562,28,0.0,0.9525423728813559,0.04745762711864407,"(1185, 2)","(1185, 2)",0,1185,0,1133,52,0.0,0.9561181434599156,0.04388185654008439,1185,0,1126,59,0.0,0.950210970464135,0.049789029535864976
dpah_fm0.05_hMM0.00_hmm0.70_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.70_2.pt,1000,11.828,5914,0,5659,255,0.0,0.9568819749746365,0.04311802502536354,"(4139, 2)","(4139, 2)",0,4139,0,3961,178,0.0,0.9569944431021986,0.0430055568978014,4139,0,3962,177,0.0,0.9572360473544335,0.04276395264556656,"(590, 2)","(590, 2)",0,590,0,565,25,0.0,0.9576271186440678,0.0423728813559322,590,0,564,26,0.0,0.9559322033898305,0.04406779661016949,"(1185, 2)","(1185, 2)",0,1185,0,1133,52,0.0,0.9561181434599156,0.04388185654008439,1185,0,1111,74,0.0,0.9375527426160337,0.06244725738396625
dpah_fm0.05_hMM0.00_hmm0.80_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.80_0.pt,1000,11.85,5925,0,5666,259,0.0,0.9562869198312236,0.04371308016877637,"(4147, 2)","(4147, 2)",0,4147,0,3966,181,0.0,0.9563539908367494,0.043646009163250545,4147,0,3955,192,0.0,0.9537014709428503,0.04629852905714975,"(591, 2)","(591, 2)",0,591,0,566,25,0.0,0.9576988155668359,0.04230118443316413,591,0,575,16,0.0,0.9729272419627749,0.02707275803722504,"(1187, 2)","(1187, 2)",0,1187,0,1134,53,0.0,0.9553496208930076,0.04465037910699242,1187,0,1140,47,0.0,0.9604043807919124,0.039595619208087615
dpah_fm0.05_hMM0.00_hmm0.80_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.80_1.pt,1000,11.85,5925,0,5666,259,0.0,0.9562869198312236,0.04371308016877637,"(4147, 2)","(4147, 2)",0,4147,0,3966,181,0.0,0.9563539908367494,0.043646009163250545,4147,0,3956,191,0.0,0.9539426091150229,0.046057390884977095,"(591, 2)","(591, 2)",0,591,0,566,25,0.0,0.9576988155668359,0.04230118443316413,591,0,563,28,0.0,0.9526226734348562,0.047377326565143825,"(1187, 2)","(1187, 2)",0,1187,0,1134,53,0.0,0.9553496208930076,0.04465037910699242,1187,0,1128,59,0.0,0.9502948609941028,0.04970513900589722
dpah_fm0.05_hMM0.00_hmm0.80_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.80_2.pt,1000,11.85,5925,0,5666,259,0.0,0.9562869198312236,0.04371308016877637,"(4147, 2)","(4147, 2)",0,4147,0,3966,181,0.0,0.9563539908367494,0.043646009163250545,4147,0,3966,181,0.0,0.9563539908367494,0.043646009163250545,"(591, 2)","(591, 2)",0,591,0,566,25,0.0,0.9576988155668359,0.04230118443316413,591,0,565,26,0.0,0.9560067681895094,0.043993231810490696,"(1187, 2)","(1187, 2)",0,1187,0,1134,53,0.0,0.9553496208930076,0.04465037910699242,1187,0,1114,73,0.0,0.9385004212299916,0.061499578770008424
dpah_fm0.05_hMM0.00_hmm0.90_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.90_0.pt,1000,11.852,5926,0,5656,270,0.0,0.9544380695241309,0.04556193047586905,"(4148, 2)","(4148, 2)",0,4148,0,3959,189,0.0,0.9544358727097396,0.04556412729026037,4148,0,3945,203,0.0,0.9510607521697203,0.048939247830279656,"(592, 2)","(592, 2)",0,592,0,565,27,0.0,0.9543918918918919,0.04560810810810811,592,0,574,18,0.0,0.9695945945945946,0.030405405405405407,"(1186, 2)","(1186, 2)",0,1186,0,1132,54,0.0,0.954468802698145,0.045531197301854974,1186,0,1138,48,0.0,0.9595278246205734,0.04047217537942664
dpah_fm0.05_hMM0.00_hmm0.90_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.90_1.pt,1000,11.852,5926,0,5656,270,0.0,0.9544380695241309,0.04556193047586905,"(4148, 2)","(4148, 2)",0,4148,0,3959,189,0.0,0.9544358727097396,0.04556412729026037,4148,0,3948,200,0.0,0.9517839922854388,0.048216007714561235,"(592, 2)","(592, 2)",0,592,0,565,27,0.0,0.9543918918918919,0.04560810810810811,592,0,564,28,0.0,0.9527027027027027,0.0472972972972973,"(1186, 2)","(1186, 2)",0,1186,0,1132,54,0.0,0.954468802698145,0.045531197301854974,1186,0,1126,60,0.0,0.9494097807757167,0.050590219224283306
dpah_fm0.05_hMM0.00_hmm0.90_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm0.90_2.pt,1000,11.852,5926,0,5656,270,0.0,0.9544380695241309,0.04556193047586905,"(4148, 2)","(4148, 2)",0,4148,0,3959,189,0.0,0.9544358727097396,0.04556412729026037,4148,0,3953,195,0.0,0.9529893924783028,0.0470106075216972,"(592, 2)","(592, 2)",0,592,0,565,27,0.0,0.9543918918918919,0.04560810810810811,592,0,565,27,0.0,0.9543918918918919,0.04560810810810811,"(1186, 2)","(1186, 2)",0,1186,0,1132,54,0.0,0.954468802698145,0.045531197301854974,1186,0,1115,71,0.0,0.9401349072512648,0.05986509274873524
dpah_fm0.05_hMM0.00_hmm1.00_0,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm1.00_0.pt,1000,11.884,5942,0,5670,272,0.0,0.9542241669471558,0.04577583305284416,"(4158, 2)","(4158, 2)",0,4158,0,3968,190,0.0,0.9543049543049543,0.0456950456950457,4158,0,3954,204,0.0,0.950937950937951,0.049062049062049064,"(594, 2)","(594, 2)",0,594,0,567,27,0.0,0.9545454545454546,0.045454545454545456,594,0,577,17,0.0,0.9713804713804713,0.02861952861952862,"(1190, 2)","(1190, 2)",0,1190,0,1135,55,0.0,0.9537815126050421,0.046218487394957986,1190,0,1137,53,0.0,0.9554621848739496,0.04453781512605042
dpah_fm0.05_hMM0.00_hmm1.00_1,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm1.00_1.pt,1000,11.884,5942,0,5670,272,0.0,0.9542241669471558,0.04577583305284416,"(4158, 2)","(4158, 2)",0,4158,0,3968,190,0.0,0.9543049543049543,0.0456950456950457,4158,0,3957,201,0.0,0.9516594516594516,0.048340548340548344,"(594, 2)","(594, 2)",0,594,0,567,27,0.0,0.9545454545454546,0.045454545454545456,594,0,568,26,0.0,0.9562289562289562,0.04377104377104377,"(1190, 2)","(1190, 2)",0,1190,0,1135,55,0.0,0.9537815126050421,0.046218487394957986,1190,0,1129,61,0.0,0.9487394957983193,0.05126050420168067
dpah_fm0.05_hMM0.00_hmm1.00_2,../data/splits/dpah/dpah_fm0.05_hMM0.00_hmm1.00_2.pt,1000,11.884,5942,0,5670,272,0.0,0.9542241669471558,0.04577583305284416,"(4158, 2)","(4158, 2)",0,4158,0,3968,190,0.0,0.9543049543049543,0.0456950456950457,4158,0,3961,197,0.0,0.9526214526214526,0.04737854737854738,"(594, 2)","(594, 2)",0,594,0,567,27,0.0,0.9545454545454546,0.045454545454545456,594,0,568,26,0.0,0.9562289562289562,0.04377104377104377,"(1190, 2)","(1190, 2)",0,1190,0,1135,55,0.0,0.9537815126050421,0.046218487394957986,1190,0,1117,73,0.0,0.938655462184874,0.06134453781512605
dpah_fm0.05_hMM0.10_hmm0.00_0,../data/splits/dpah/dpah_fm0.05_hMM0.10_hmm0.00_0.pt,1000,11.69,5845,741,5104,0,0.12677502138579982,0.8732249786142001,0.0,"(4090, 2)","(4090, 2)",0,4090,518,3572,0,0.12665036674816627,0.8733496332518338,0.0,4090,499,3591,0,0.12200488997555012,0.8779951100244499,0.0,"(584, 2)","(584, 2)",0,584,74,510,0,0.1267123287671233,0.8732876712328768,0.0,584,71,513,0,0.12157534246575342,0.8784246575342466,0.0,"(1171, 2)","(1171, 2)",0,1171,149,1022,0,0.12724167378309137,0.8727583262169086,0.0,1171,165,1006,0,0.14090520922288644,0.8590947907771136,0.0
dpah_fm0.05_hMM0.10_hmm0.00_1,../data/splits/dpah/dpah_fm0.05_hMM0.10_hmm0.00_1.pt,1000,11.69,5845,741,5104,0,0.12677502138579982,0.8732249786142001,0.0,"(4090, 2)","(4090, 2)",0,4090,518,3572,0,0.12665036674816627,0.8733496332518338,0.0,4090,541,3549,0,0.13227383863080686,0.8677261613691931,0.0,"(584, 2)","(584, 2)",0,584,74,510,0,0.1267123287671233,0.8732876712328768,0.0,584,83,501,0,0.1421232876712329,0.8578767123287672,0.0,"(1171, 2)","(1171, 2)",0,1171,149,1022,0,0.12724167378309137,0.8727583262169086,0.0,1171,138,1033,0,0.11784799316823227,0.8821520068317678,0.0
dpah_fm0.05_hMM0.10_hmm0.00_2,../data/splits/dpah/dpah_fm0.05_hMM0.10_hmm0.00_2.pt,1000,11.69,5845,741,5104,0,0.12677502138579982,0.8732249786142001,0.0,"(4090, 2)","(4090, 2)",0,4090,518,3572,0,0.12665036674816627,0.8733496332518338,0.0,4090,527,3563,0,0.12885085574572128,0.8711491442542787,0.0,"(584, 2)","(584, 2)",0,584,74,510,0,0.1267123287671233,0.8732876712328768,0.0,584,69,515,0,0.11815068493150685,0.8818493150684932,0.0,"(1171, 2)","(1171, 2)",0,1171,149,1022,0,0.12724167378309137,0.8727583262169086,0.0,1171,160,1011,0,0.13663535439795046,0.8633646456020495,0.0
dpah_fm0.05_hMM0.10_hmm0.10_0,../data/splits/dpah/dpah_fm0.05_hMM0.10_hmm0.10_0.pt,1000,11.7,5850,734,5051,65,0.12547008547008548,0.8634188034188034,0.011111111111111112,"(4093, 2)","(4093, 2)",0,4093,513,3535,45,0.12533593940874663,0.8636696799413633,0.010994380649890056,4093,498,3551,44,0.12167114585878329,0.8675787930613242,0.010750061079892499,"(584, 2)","(584, 2)",0,584,73,505,6,0.125,0.8647260273972602,0.010273972602739725,584,69,510,5,0.11815068493150685,0.8732876712328768,0.008561643835616438,"(1173, 2)","(1173, 2)",0,1173,148,1011,14,0.12617220801364024,0.8618925831202046,0.011935208866155157,1173,141,1022,10,0.12020460358056266,0.8712702472293266,0.008525149190110827
dpah_fm0.05_hMM0.10_hmm0.10_1,../data/splits/dpah/dpah_fm0.05_hMM0.10_hmm0.10_1.pt,1000,11.7,5850,734,5051,65,0.12547008547008548,0.8634188034188034,0.011111111111111112,"(4093, 2)","(4093, 2)",0,4093,513,3535,45,0.12533593940874663,0.8636696799413633,0.010994380649890056,4093,535,3505,53,0.13071096994869288,0.8563400928414366,0.01294893720987051,"(584, 2)","(584, 2)",0,584,73,505,6,0.125,0.8647260273972602,0.010273972602739725,584,79,504,1,0.13527397260273974,0.863013698630137,0.0017123287671232876,"(1173, 2)","(1173, 2)",0,1173,148,1011,14,0.12617220801364024,0.8618925831202046,0.011935208866155157,1173,147,1011,15,0.12531969309462915,0.8618925831202046,0.01278772378516624
dpah_fm0.05_hMM0.10_hmm0.10_2,../data/splits/dpah/dpah_fm0.05_hMM0.10_hmm0.10_2.pt,1000,11.7,5850,734,5051,65,0.12547008547008548,0.8634188034188034,0.011111111111111112,"(4093, 2)","(4093, 2)",0,4093,513,3535,45,0.12533593940874663,0.8636696799413633,0.010994380649890056,4093,518,3531,44,0.12655753725873442,0.8626924016613731,0.010750061079892499,"(584, 2)","(584, 2)",0,584,73,505,6,0.125,0.8647260273972602,0.010273972602739725,584,68,513,3,0.11643835616438356,0.8784246575342466,0.005136986301369863,"(1173, 2)","(1173, 2)",0,1173,148,1011,14,0.12617220801364024,0.8618925831202046,0.011935208866155157,1173,156,1004,13,0.1329923273657289,0.855924978687127,0.011082693947144074
